feature,slice,state,n_bin0,n_bin9,mean_pnl_R_bin0,mean_pnl_R_bin9,delta_mean_pnl_R,time_rate_bin0,time_rate_bin9,delta_time_rate,mean_pnl_R_not_time_bin0,mean_pnl_R_not_time_bin9,delta_mean_pnl_R_not_time,spearman_pnl_R,spearman_time_rate,rank_abs_delta_pnl,rank_pnl_minus_time
asset_vol_1h,S1_regime_code_1d,3,467,380,-0.4161861641978794,0.17774512304043844,0.5939312872383178,0.09850107066381156,0.26842105263157895,0.1699199819677674,-0.5955714659415471,0.08787447253160342,0.6834459384731505,0.8545454545454544,0.9515151515151514,0.5939312872383178,0.508971296254434
eth_oi_z_7d,risk_on,1,243,354,0.23830936043457937,0.8128153951864523,0.5745060347518729,0.2716049382716049,0.22033898305084745,-0.05126595522075747,-0.03842167691323853,0.7091881051782571,0.7476097820914956,0.38333333333333336,-0.15,0.5745060347518729,0.6001390123622516
eth_oi_z_7d,S5_btcRisk_x_regimeUp,5,243,354,0.23830936043457937,0.8128153951864523,0.5745060347518729,0.2716049382716049,0.22033898305084745,-0.05126595522075747,-0.03842167691323853,0.7091881051782571,0.7476097820914956,0.38333333333333336,-0.15,0.5745060347518729,0.6001390123622516
markov_prob_up_4h,ALL,0,821,809,-0.362429159225714,0.16326478030973984,0.5256939395354538,0.10475030450669914,0.19777503090234858,0.09302472639564943,-0.4837294630391571,-0.0728643295485102,0.4108651334906469,0.6606060606060605,0.9151515151515152,0.5256939395354538,0.47918157633762914
asset_macd_hist_4h,ALL,0,815,815,-0.3014847835754519,0.18901894477001074,0.49050372834546263,0.16932515337423312,0.19754601226993865,0.028220858895705525,-0.5198676759932827,-0.035564838979487215,0.48430283701379545,0.6969696969696969,0.5653521556224601,0.49050372834546263,0.47639329889760984
eth_funding_rate,S1_regime_code_1d,3,315,493,-0.2948816882105339,0.18467060997490223,0.4795522981854361,0.17142857142857143,0.1724137931034483,0.0009852216748768572,-0.5393718360895391,0.020885416052500733,0.5602572521420398,0.8571428571428573,0.3571428571428572,0.4795522981854361,0.47905968734799764
asset_macd_signal_1h,S1_regime_code_1d,3,387,434,-0.4116691880394182,0.06399624289325907,0.47566543093267727,0.18604651162790697,0.17972350230414746,-0.00632300932375951,-0.6910330126692549,-0.15036172271567141,0.5406712899535835,0.33333333333333326,0.35757575757575755,0.47566543093267727,0.478826935594557
asset_macd_slope_4h,S1_regime_code_1d,3,417,433,-0.24950693921186193,0.20276335011343535,0.4522702893252973,0.18465227817745802,0.18013856812933027,-0.004513710048127756,-0.52272961872608,0.01770059107995952,0.5404302098060395,0.8545454545454544,-0.06666666666666665,0.4522702893252973,0.45452714434936115
asset_vol_4h,risk_on,0,520,661,-0.43434996655123925,0.005880463662247308,0.44023043021348657,0.1,0.2481089258698941,0.1481089258698941,-0.6101005052125651,-0.16425068379790658,0.4458498214146585,0.49090909090909085,0.9515151515151514,0.44023043021348657,0.3661759672785395
asset_macd_slope_4h,ALL,0,815,815,-0.20920562866318934,0.22046681751136665,0.429672446174556,0.2049079754601227,0.20613496932515338,0.0012269938650306678,-0.48776940492530513,0.020417070514081086,0.5081864754393862,0.9393939393939393,-0.17575757575757575,0.429672446174556,0.4290589492420407
