feature,scope,month,mean_bin0,mean_bin9,delta_mean_pnl_R
vol_prob_low_1d,ALL,2023-07,0.23672150220559945,-0.5675603074213281,-0.8042818096269275
vol_prob_low_1d,ALL,2023-08,,0.20718175002045724,
vol_prob_low_1d,ALL,2023-09,,-0.69758066963981,
vol_prob_low_1d,ALL,2023-10,0.7909013411309911,-0.011998275448684132,-0.8028996165796752
vol_prob_low_1d,ALL,2023-11,0.502831081207486,-0.26716768716518124,-0.7699987683726672
vol_prob_low_1d,ALL,2023-12,-0.5924490001897337,0.09644323736625504,0.6888922375559887
vol_prob_low_1d,ALL,2024-01,-0.9458420284570639,0.05075117563609003,0.9965932040931539
vol_prob_low_1d,ALL,2024-02,0.4526577549022833,0.31465218285292046,-0.13800557204936287
vol_prob_low_1d,ALL,2024-03,0.2586230123962046,0.2147849681472302,-0.04383804424897442
vol_prob_low_1d,ALL,2024-04,-0.4591430096411121,-0.22585211577303665,0.23329089386807544
vol_prob_low_1d,ALL,2024-05,,-0.10426492770832813,
vol_prob_low_1d,ALL,2024-06,,-0.23405754588468414,
vol_prob_low_1d,ALL,2024-07,-0.8107586010340084,-0.23688636940437982,0.5738722316296286
vol_prob_low_1d,ALL,2024-08,-1.01826291335779,0.4338195597148153,1.4520824730726054
vol_prob_low_1d,ALL,2024-09,-2.7425312918458373,,
vol_prob_low_1d,ALL,2024-10,-0.3106332156302257,-0.006595870619798932,0.3040373450104268
vol_prob_low_1d,ALL,2024-11,0.4666329423122432,,
vol_prob_low_1d,ALL,2024-12,0.036149391670076636,-2.7307501507055734,-2.76689954237565
vol_prob_low_1d,ALL,2025-01,0.29892027192786225,3.99208964588307,3.693169373955208
vol_prob_low_1d,ALL,2025-02,0.5177236134843337,-1.00651854375682,-1.5242421572411538
vol_prob_low_1d,ALL,2025-03,-0.7554661310013668,,
vol_prob_low_1d,ALL,2025-04,0.7886568880118427,-0.18849412933418191,-0.9771510173460247
vol_prob_low_1d,ALL,2025-05,1.175139484728549,-0.9295574567844462,-2.1046969415129952
vol_prob_low_1d,ALL,2025-06,-0.24622706950389925,-0.2629370771766603,-0.016710007672761068
vol_prob_low_1d,ALL,2025-07,1.952360963404306,-0.1855140547781768,-2.137875018182483
vol_prob_low_1d,ALL,2025-08,0.4932264138502911,-0.864563750327268,-1.3577901641775592
vol_prob_low_1d,ALL,2025-09,0.1827065007264667,0.13390265228488502,-0.04880384844158167
vol_prob_low_1d,ALL,2025-10,-0.8269768377248634,,
vol_prob_low_1d,ALL,2025-11,0.4693409743163979,,
adx_1h,RISK_ON_1,2023-01,-1.04304107155484,0.6447454481795066,1.6877865197343467
adx_1h,RISK_ON_1,2023-02,,-0.2053519393207095,
adx_1h,RISK_ON_1,2023-04,0.6134444410457034,0.8579158944192382,0.24447145337353482
adx_1h,RISK_ON_1,2023-05,,-1.03758146539953,
adx_1h,RISK_ON_1,2023-06,-1.03158523195038,0.792537044580487,1.8241222765308671
adx_1h,RISK_ON_1,2023-07,-0.47837349921313543,-0.1324737511244185,0.34589974808871693
adx_1h,RISK_ON_1,2023-09,-0.2462344451221733,-0.751263708924554,-0.5050292638023807
adx_1h,RISK_ON_1,2023-10,0.30301118864219095,-0.24638418898333128,-0.5493953776255223
adx_1h,RISK_ON_1,2023-11,-0.3874843752136471,0.09025696897911113,0.4777413441927582
adx_1h,RISK_ON_1,2023-12,1.0775469369799706,0.40590435663358215,-0.6716425803463885
adx_1h,RISK_ON_1,2024-02,-0.2243998175917624,0.5202231810200536,0.744622998611816
adx_1h,RISK_ON_1,2024-03,-0.668694753638615,-1.0206093872158035,-0.35191463357718855
adx_1h,RISK_ON_1,2024-06,,-1.0300640280735833,
adx_1h,RISK_ON_1,2024-10,-1.03068899896037,-0.8857520973233608,0.14493690163700923
adx_1h,RISK_ON_1,2024-11,-0.3356093555982591,0.9200220558347918,1.255631411433051
adx_1h,RISK_ON_1,2025-05,-2.3344244231003124,1.2819400217160233,3.6163644448163357
adx_1h,RISK_ON_1,2025-07,1.137962868375113,0.1299192839266077,-1.0080435844485054
adx_1h,RISK_ON_1,2025-08,-1.03918547230706,-1.01187342422361,0.02731204808344989
adx_1h,RISK_ON_1,2025-09,-1.0497327309473987,-0.40860024145504475,0.641132489492354
adx_1h,RISK_ON_1,2025-10,-0.24266989947879,-0.24668942653043527,-0.004019527051645266
asset_macd_hist_1h,RISK_ON_1,2023-01,-0.3189481523810194,-1.026877350387905,-0.7079291980068856
asset_macd_hist_1h,RISK_ON_1,2023-02,-0.3192541466498415,-0.29473868775887385,0.024515458890967623
asset_macd_hist_1h,RISK_ON_1,2023-04,1.2596539077359037,-0.06642392776275574,-1.3260778354986593
asset_macd_hist_1h,RISK_ON_1,2023-05,-1.10093196953984,-1.08018938735599,0.020742582183850056
asset_macd_hist_1h,RISK_ON_1,2023-06,0.3144688674824896,2.299952786578803,1.9854839190963136
asset_macd_hist_1h,RISK_ON_1,2023-07,-0.5342319355264898,-0.8890361575574308,-0.354804222030941
asset_macd_hist_1h,RISK_ON_1,2023-09,1.2241492207833236,-0.1763327839983339,-1.4004820047816575
asset_macd_hist_1h,RISK_ON_1,2023-10,0.3482435316604242,-0.11946287037597766,-0.4677064020364019
asset_macd_hist_1h,RISK_ON_1,2023-11,0.19014571823338267,-0.3387799387288601,-0.5289256569622427
asset_macd_hist_1h,RISK_ON_1,2023-12,1.3825552852468288,0.8744612020088705,-0.5080940832379583
asset_macd_hist_1h,RISK_ON_1,2024-02,0.04053080111462566,0.019705741651469447,-0.020825059463156215
asset_macd_hist_1h,RISK_ON_1,2024-03,-1.024702236021705,-0.06040592172951205,0.964296314292193
asset_macd_hist_1h,RISK_ON_1,2024-06,-0.20159612616419334,-1.0338802021274374,-0.832284075963244
asset_macd_hist_1h,RISK_ON_1,2024-07,,3.95488740534274,
asset_macd_hist_1h,RISK_ON_1,2024-10,-0.814300052762192,-0.6358259982074863,0.17847405455470566
asset_macd_hist_1h,RISK_ON_1,2024-11,-0.4441033358198341,0.9653857137501295,1.4094890495699635
asset_macd_hist_1h,RISK_ON_1,2025-05,0.17281072326979915,1.133714755775526,0.9609040325057269
asset_macd_hist_1h,RISK_ON_1,2025-07,0.5472389233003202,0.965334831991428,0.4180959086911078
asset_macd_hist_1h,RISK_ON_1,2025-08,-1.06732804595011,-1.03363381494904,0.03369423100106994
asset_macd_hist_1h,RISK_ON_1,2025-09,-0.40763142048878537,0.4240813341822246,0.8317127546710099
asset_macd_hist_1h,RISK_ON_1,2025-10,-0.1931009123706418,1.9184626634817903,2.1115635758524323
asset_macd_hist_4h,RISK_ON_1,2023-01,-1.04116287444471,-0.43985232974140676,0.6013105447033031
asset_macd_hist_4h,RISK_ON_1,2023-02,-1.03074539934789,-0.06269079568534902,0.9680546036625408
asset_macd_hist_4h,RISK_ON_1,2023-04,1.5332996041832931,1.0240554389203538,-0.5092441652629394
asset_macd_hist_4h,RISK_ON_1,2023-05,-1.05373372328182,-1.0905606784479152,-0.03682695516609513
asset_macd_hist_4h,RISK_ON_1,2023-06,,1.7587833367948829,
asset_macd_hist_4h,RISK_ON_1,2023-07,0.08513054902727961,-0.7520432798854326,-0.8371738289127122
asset_macd_hist_4h,RISK_ON_1,2023-09,-0.07473115613135897,-0.13613955216769116,-0.06140839603633219
asset_macd_hist_4h,RISK_ON_1,2023-10,-0.7129272010357633,0.09528061680898861,0.8082078178447519
asset_macd_hist_4h,RISK_ON_1,2023-11,0.48277605083824,-0.09169880563532941,-0.5744748564735694
asset_macd_hist_4h,RISK_ON_1,2023-12,0.06517197565152295,0.8851540726440884,0.8199820969925654
asset_macd_hist_4h,RISK_ON_1,2024-02,0.12806367312153236,0.2584367338472917,0.13037306072575935
asset_macd_hist_4h,RISK_ON_1,2024-03,-0.5726069703443136,0.17731098233061493,0.7499179526749286
asset_macd_hist_4h,RISK_ON_1,2024-06,-1.01641329076108,-0.532683648118978,0.48372964264210194
asset_macd_hist_4h,RISK_ON_1,2024-07,,3.95488740534274,
asset_macd_hist_4h,RISK_ON_1,2024-10,-1.0204296812085198,-0.6859309211994477,0.3344987600090722
asset_macd_hist_4h,RISK_ON_1,2024-11,-0.5670561902633025,0.11551214406571758,0.6825683343290201
asset_macd_hist_4h,RISK_ON_1,2025-05,-1.024645865839535,1.4313388471553403,2.4559847129948755
asset_macd_hist_4h,RISK_ON_1,2025-07,0.3574302268601716,1.0298503763459608,0.6724201494857891
asset_macd_hist_4h,RISK_ON_1,2025-08,,-1.046647377823316,
asset_macd_hist_4h,RISK_ON_1,2025-09,-0.6647201259571085,0.6974939822219443,1.3622141081790526
asset_macd_hist_4h,RISK_ON_1,2025-10,-1.05383453484729,0.7714608554689715,1.8252953903162614
asset_macd_line_1h,RISK_ON_1,2023-01,-1.03206659598789,-0.38085709386817446,0.6512095021197156
asset_macd_line_1h,RISK_ON_1,2023-02,-1.02629433054737,-0.2571919301779612,0.7691024003694087
asset_macd_line_1h,RISK_ON_1,2023-04,2.1492342412175827,1.1573664485220099,-0.9918677926955728
asset_macd_line_1h,RISK_ON_1,2023-05,-1.05373372328182,-1.0905606784479152,-0.03682695516609513
asset_macd_line_1h,RISK_ON_1,2023-06,,1.7587833367948829,
asset_macd_line_1h,RISK_ON_1,2023-07,-0.34835258158845706,-0.7520432798854326,-0.40369069829697557
asset_macd_line_1h,RISK_ON_1,2023-09,-0.10280123831378668,-0.13613955216769116,-0.03333831385390448
asset_macd_line_1h,RISK_ON_1,2023-10,-0.05893513093279438,-0.2497622890771438,-0.19082715814434942
asset_macd_line_1h,RISK_ON_1,2023-11,1.3533467674447637,-0.07289371988160036,-1.426240487326364
asset_macd_line_1h,RISK_ON_1,2023-12,0.12988194508279396,0.987187016429449,0.857305071346655
asset_macd_line_1h,RISK_ON_1,2024-02,0.7069377260232456,0.15936904730054263,-0.547568678722703
